-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2015 through 12/31/2020 in UTC
Location: Latitude  28.627   Longitude 77.172 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 230.32 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
CLRSKY_SFC_SW_DWN     CERES SYN1deg Clear Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M                 MERRA-2 Wind Direction at 10 Meters (Degrees) 
PS                    MERRA-2 Surface Pressure (kPa) 
PSC                   MERRA-2 Corrected Atmospheric Pressure (Adjusted For Site Elevation) (kPa) 
-END HEADER-
YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,T2M,RH2M,WS10M,WD10M,PS,PSC
2018,2,18,21,0.0,0.0,14.88,17.68,1.14,349.9,98.62,98.47
2018,2,18,22,0.0,0.0,15.61,16.33,0.67,339.9,98.59,98.44
2018,2,18,23,0.0,0.0,15.35,16.79,0.37,290.4,98.6,98.45
2018,2,19,0,0.0,0.0,14.96,17.32,0.55,255.2,98.66,98.51
2018,2,19,1,10.12,10.18,14.71,17.33,0.71,260.3,98.74,98.59
2018,2,19,2,128.55,136.95,16.47,17.52,0.74,262.2,98.82,98.67
2018,2,19,3,306.75,338.7,19.27,12.22,0.74,249.4,98.87,98.72
2018,2,19,4,484.25,531.15,24.1,10.26,0.88,308.0,98.88,98.74
2018,2,19,5,666.12,677.28,27.3,10.4,1.81,329.5,98.86,98.72
2018,2,19,6,753.75,762.05,28.62,10.47,2.22,325.8,98.79,98.65
2018,2,19,7,762.67,768.53,29.46,10.54,2.74,320.8,98.68,98.54
2018,2,19,8,689.65,700.6,29.95,10.8,3.3,317.3,98.59,98.45
2018,2,19,9,542.6,565.22,29.87,11.37,3.67,317.9,98.54,98.4
2018,2,19,10,345.58,377.8,29.09,12.32,3.72,320.9,98.53,98.39
2018,2,19,11,161.85,171.12,26.51,15.78,2.52,325.2,98.53,98.39
2018,2,19,12,16.52,18.15,21.74,21.86,2.65,331.6,98.56,98.42
2018,2,19,13,0.0,0.0,20.5,23.34,2.6,332.5,98.63,98.48
2018,2,19,14,0.0,0.0,20.04,24.03,2.44,327.7,98.68,98.54
2018,2,19,15,0.0,0.0,19.37,25.2,2.34,320.4,98.71,98.57
2018,2,19,16,0.0,0.0,18.46,27.12,2.3,313.8,98.72,98.58
2018,2,19,17,0.0,0.0,17.64,29.03,2.27,309.6,98.72,98.57
2018,2,19,18,0.0,0.0,16.85,30.84,2.23,309.9,98.7,98.55
2018,2,19,19,0.0,0.0,16.07,32.75,2.14,312.9,98.68,98.53
2018,2,19,20,0.0,0.0,15.34,34.76,2.03,315.2,98.66,98.51
2018,2,19,21,0.0,0.0,14.78,36.03,1.88,312.2,98.64,98.49
2018,2,19,22,0.0,0.0,14.43,36.65,1.73,304.6,98.62,98.47
2018,2,19,23,0.0,0.0,14.1,37.16,1.66,292.7,98.63,98.49
2018,2,20,0,0.0,0.0,13.73,37.67,1.67,278.6,98.67,98.52
2018,2,20,1,11.2,10.98,13.6,37.6,1.7,264.9,98.71,98.56
2018,2,20,2,142.3,142.4,16.64,30.94,1.84,253.9,98.76,98.61
2018,2,20,3,344.65,345.2,19.95,24.81,1.78,251.0,98.8,98.66
2018,2,20,4,482.2,528.2,25.35,16.75,1.78,280.7,98.83,98.68
2018,2,20,5,676.35,679.78,28.6,13.4,2.2,296.8,98.82,98.67
2018,2,20,6,752.1,765.58,30.15,12.5,2.37,299.6,98.75,98.61
2018,2,20,7,770.97,771.0,30.99,12.26,2.49,299.9,98.66,98.52
2018,2,20,8,697.33,703.5,31.28,12.35,2.57,300.4,98.56,98.41
2018,2,20,9,557.53,568.72,31.1,12.61,2.63,303.2,98.48,98.34
2018,2,20,10,370.35,382.12,30.38,13.17,2.71,310.2,98.43,98.29
2018,2,20,11,170.77,174.62,27.76,17.22,1.91,322.2,98.43,98.29
2018,2,20,12,19.38,18.92,23.63,21.47,2.37,336.9,98.45,98.31
2018,2,20,13,0.0,0.0,21.98,23.21,2.6,344.4,98.52,98.38
2018,2,20,14,0.0,0.0,21.28,24.3,2.55,349.6,98.61,98.46
2018,2,20,15,0.0,0.0,21.6,24.21,2.11,356.2,98.63,98.49
2018,2,20,16,0.0,0.0,22.04,23.86,1.49,5.4,98.62,98.47
2018,2,20,17,0.0,0.0,21.79,24.34,1.01,12.0,98.59,98.44
2018,2,20,18,0.0,0.0,21.5,24.7,0.75,7.7,98.55,98.4
2018,2,20,19,0.0,0.0,20.71,26.05,0.52,12.2,98.5,98.36
2018,2,20,20,0.0,0.0,20.01,27.39,0.4,23.4,98.46,98.31
2018,2,20,21,0.0,0.0,19.53,28.41,0.44,9.2,98.41,98.26
2018,2,20,22,0.0,0.0,19.04,29.36,0.65,343.8,98.4,98.26
2018,2,20,23,0.0,0.0,18.55,30.43,0.81,336.0,98.43,98.29
2018,2,21,0,0.0,0.0,17.33,33.04,1.09,318.7,98.5,98.35
2018,2,21,1,11.75,11.82,16.6,34.71,1.33,300.2,98.57,98.42
2018,2,21,2,147.1,148.32,19.08,29.99,1.48,278.2,98.62,98.47
2018,2,21,3,348.45,353.73,22.05,24.68,1.54,259.9,98.66,98.51
2018,2,21,4,540.58,544.4,27.22,18.12,1.39,283.7,98.66,98.52
2018,2,21,5,687.88,687.97,30.37,14.8,1.96,295.7,98.62,98.48
2018,2,21,6,713.35,719.9,31.75,13.51,2.41,300.9,98.55,98.41
2018,2,21,7,700.4,727.35,32.21,13.28,2.77,309.1,98.44,98.3
2018,2,21,8,623.12,662.15,32.4,13.47,2.93,318.5,98.32,98.18
2018,2,21,9,516.25,531.55,32.14,14.09,3.05,321.5,98.24,98.1
2018,2,21,10,338.05,352.27,31.36,15.16,3.13,321.2,98.19,98.05
2018,2,21,11,155.82,159.2,28.95,18.78,2.2,326.1,98.17,98.03
2018,2,21,12,18.05,18.05,24.18,25.45,2.54,338.1,98.19,98.05
2018,2,21,13,0.0,0.0,22.44,28.57,2.69,343.4,98.25,98.1
2018,2,21,14,0.0,0.0,21.49,31.22,2.65,344.7,98.32,98.17
2018,2,21,15,0.0,0.0,20.95,33.05,2.47,345.5,98.37,98.22
2018,2,21,16,0.0,0.0,20.68,34.06,2.23,343.6,98.4,98.25
2018,2,21,17,0.0,0.0,20.25,35.31,2.09,336.6,98.41,98.27
2018,2,21,18,0.0,0.0,19.7,36.81,2.05,328.6,98.41,98.27
2018,2,21,19,0.0,0.0,18.93,38.83,2.04,325.4,98.4,98.25
2018,2,21,20,0.0,0.0,18.17,40.86,1.97,328.5,98.37,98.22
2018,2,21,21,0.0,0.0,17.4,43.03,1.95,332.9,98.32,98.18
2018,2,21,22,0.0,0.0,16.69,45.25,1.99,338.2,98.3,98.15
2018,2,21,23,0.0,0.0,16.26,46.68,1.89,345.3,98.31,98.16
2018,2,22,0,0.0,0.0,16.16,46.99,1.67,347.9,98.33,98.19
2018,2,22,1,11.82,12.2,16.47,46.1,1.38,345.3,98.39,98.24
2018,2,22,2,134.18,141.7,18.98,39.3,1.11,337.1,98.44,98.29
2018,2,22,3,307.55,338.98,21.89,32.79,0.88,327.6,98.49,98.35
2018,2,22,4,502.55,526.72,27.12,23.02,1.49,324.8,98.5,98.36
2018,2,22,5,643.62,668.3,31.16,16.98,2.68,320.6,98.47,98.33
2018,2,22,6,657.8,719.75,32.26,15.84,2.42,310.1,98.38,98.24
2018,2,22,7,643.22,724.85,32.83,15.32,2.4,300.5,98.28,98.14
2018,2,22,8,624.7,656.75,32.4,15.72,2.84,296.8,98.2,98.06
2018,2,22,9,488.9,524.08,32.01,16.12,2.97,300.8,98.15,98.01
2018,2,22,10,318.45,344.23,31.65,16.48,2.81,315.6,98.1,97.96
2018,2,22,11,148.02,154.23,29.24,20.0,2.0,337.4,98.1,97.96
2018,2,22,12,18.02,18.12,24.62,25.73,2.83,5.7,98.11,97.97
2018,2,22,13,0.0,0.0,23.03,27.66,3.27,17.8,98.18,98.04
2018,2,22,14,0.0,0.0,22.63,28.02,3.26,26.3,98.26,98.11
2018,2,22,15,0.0,0.0,21.99,28.49,3.08,35.5,98.3,98.15
2018,2,22,16,0.0,0.0,20.4,30.64,2.97,41.9,98.34,98.2
2018,2,22,17,0.0,0.0,19.56,31.73,2.62,48.7,98.38,98.23
2018,2,22,18,0.0,0.0,19.17,32.16,2.26,61.2,98.37,98.23
2018,2,22,19,0.0,0.0,18.92,32.38,1.92,73.1,98.37,98.23
2018,2,22,20,0.0,0.0,18.66,32.68,1.59,87.1,98.35,98.2
2018,2,22,21,0.0,0.0,18.33,33.2,1.29,102.5,98.33,98.18
2018,2,22,22,0.0,0.0,18.04,33.66,1.12,109.9,98.3,98.16
2018,2,22,23,0.0,0.0,17.7,34.23,1.05,108.3,98.31,98.16
2018,2,23,0,0.0,0.0,17.82,33.91,0.86,109.1,98.34,98.2
2018,2,23,1,11.65,12.98,17.65,34.22,0.81,105.1,98.4,98.26
2018,2,23,2,126.53,148.07,19.26,31.02,0.84,95.4,98.46,98.31
2018,2,23,3,287.12,348.88,22.03,26.11,0.71,68.5,98.53,98.38
2018,2,23,4,491.98,535.8,28.04,18.63,0.87,70.5,98.55,98.41
2018,2,23,5,668.53,675.62,31.36,15.76,0.56,64.8,98.54,98.4
2018,2,23,6,658.53,707.97,32.52,14.69,0.27,55.7,98.45,98.31
2018,2,23,7,598.67,713.0,33.11,13.97,0.35,260.0,98.32,98.18
2018,2,23,8,580.75,645.65,32.94,13.9,0.78,259.7,98.21,98.07
2018,2,23,9,465.48,514.58,32.9,13.8,0.77,285.1,98.14,98.01
2018,2,23,10,297.4,337.58,32.3,14.2,0.91,319.0,98.12,97.98
2018,2,23,11,139.48,151.23,29.87,18.77,1.21,355.7,98.13,97.99
2018,2,23,12,18.0,18.17,26.69,20.75,2.34,16.9,98.16,98.02
2018,2,23,13,0.0,0.0,25.3,20.98,2.97,29.2,98.2,98.06
2018,2,23,14,0.0,0.0,24.15,21.08,3.38,40.6,98.25,98.11
2018,2,23,15,0.0,0.0,23.22,21.42,3.33,52.1,98.31,98.17
2018,2,23,16,0.0,0.0,22.77,21.79,3.08,61.7,98.35,98.2
2018,2,23,17,0.0,0.0,22.14,22.59,2.91,70.5,98.35,98.21
2018,2,23,18,0.0,0.0,21.19,24.0,2.82,78.3,98.36,98.21
2018,2,23,19,0.0,0.0,20.06,25.6,2.79,84.5,98.36,98.22
2018,2,23,20,0.0,0.0,19.25,26.85,2.67,92.8,98.36,98.21
2018,2,23,21,0.0,0.0,18.66,27.63,2.55,105.9,98.35,98.2
2018,2,23,22,0.0,0.0,18.06,28.62,2.46,122.4,98.36,98.21
2018,2,23,23,0.0,0.0,17.62,29.6,2.3,139.9,98.43,98.28
2018,2,24,0,0.0,0.0,17.4,30.36,2.17,146.1,98.5,98.36
2018,2,24,1,11.25,13.7,17.4,30.85,2.21,137.9,98.56,98.42
2018,2,24,2,111.22,150.62,19.62,27.2,3.96,133.2,98.61,98.46
2018,2,24,3,237.85,353.83,22.71,23.09,4.27,132.7,98.67,98.52
2018,2,24,4,372.77,541.28,27.07,19.09,5.45,139.2,98.71,98.57
2018,2,24,5,518.47,680.7,29.52,18.12,5.11,147.3,98.71,98.57
2018,2,24,6,578.17,724.2,30.98,17.99,4.35,158.6,98.66,98.52
2018,2,24,7,656.75,729.53,31.86,18.4,3.6,175.2,98.57,98.43
2018,2,24,8,597.05,662.5,32.34,18.89,3.18,194.0,98.47,98.33
2018,2,24,9,516.5,531.47,32.2,19.39,2.88,209.1,98.4,98.27
2018,2,24,10,333.3,352.95,31.48,20.19,2.65,223.9,98.37,98.23
2018,2,24,11,156.48,161.57,29.51,23.28,1.65,235.6,98.38,98.23
2018,2,24,12,20.38,19.92,27.0,26.42,1.63,252.5,98.4,98.26
2018,2,24,13,0.0,0.0,25.72,28.37,1.76,272.9,98.47,98.32
2018,2,24,14,0.0,0.0,24.66,30.49,1.89,287.9,98.54,98.39
2018,2,24,15,0.0,0.0,23.68,32.73,1.87,290.7,98.6,98.46
2018,2,24,16,0.0,0.0,22.73,35.08,1.77,290.5,98.65,98.51
2018,2,24,17,0.0,0.0,21.69,37.88,1.78,292.5,98.69,98.55
2018,2,24,18,0.0,0.0,20.97,40.04,1.76,296.3,98.72,98.58
2018,2,24,19,0.0,0.0,20.03,42.91,1.84,301.9,98.74,98.59
2018,2,24,20,0.0,0.0,19.06,45.94,1.94,308.7,98.74,98.59
2018,2,24,21,0.0,0.0,18.23,48.61,2.07,313.6,98.74,98.6
2018,2,24,22,0.0,0.0,17.55,50.89,2.16,317.4,98.74,98.59
2018,2,24,23,0.0,0.0,16.81,53.27,2.26,319.8,98.77,98.62
2018,2,25,0,0.0,0.0,16.17,55.35,2.32,320.4,98.83,98.69
2018,2,25,1,14.52,14.9,16.33,54.74,2.2,319.4,98.9,98.75
2018,2,25,2,151.38,156.43,19.31,45.4,3.02,316.5,98.96,98.81
2018,2,25,3,346.48,359.38,23.19,36.36,3.05,318.3,99.04,98.89
2018,2,25,4,540.8,543.4,27.6,28.04,3.76,327.5,99.08,98.94
2018,2,25,5,681.6,688.03,29.75,23.5,3.87,326.4,99.08,98.94
2018,2,25,6,674.78,679.15,30.79,20.96,4.11,324.6,99.03,98.89
2018,2,25,7,684.65,685.6,31.4,19.26,4.36,323.1,98.93,98.79
2018,2,25,8,629.15,629.15,31.48,18.51,4.45,324.1,98.83,98.69
2018,2,25,9,504.92,506.25,31.14,18.19,4.23,324.8,98.74,98.6
2018,2,25,10,337.1,338.9,30.43,18.17,4.28,319.6,98.68,98.54
2018,2,25,11,175.8,176.57,28.9,19.21,4.42,317.0,98.7,98.55
2018,2,25,12,21.23,21.25,24.47,24.69,3.38,316.4,98.74,98.6
2018,2,25,13,0.0,0.0,22.72,27.11,3.93,320.0,98.81,98.66
2018,2,25,14,0.0,0.0,21.54,29.14,3.86,323.8,98.85,98.71
2018,2,25,15,0.0,0.0,20.35,31.3,3.85,324.7,98.88,98.73
2018,2,25,16,0.0,0.0,19.32,32.87,3.93,323.0,98.89,98.74
2018,2,25,17,0.0,0.0,18.26,34.44,3.98,318.9,98.87,98.72
2018,2,25,18,0.0,0.0,17.19,36.51,3.97,313.9,98.84,98.7
2018,2,25,19,0.0,0.0,16.1,39.38,3.83,310.3,98.82,98.68
2018,2,25,20,0.0,0.0,15.09,42.83,3.67,309.6,98.79,98.64
2018,2,25,21,0.0,0.0,14.2,46.23,3.42,309.8,98.76,98.61
2018,2,25,22,0.0,0.0,13.44,49.47,3.11,308.3,98.73,98.58
2018,2,25,23,0.0,0.0,12.91,52.17,2.99,305.8,98.72,98.57
2018,2,26,0,0.0,0.0,12.64,54.08,2.92,303.3,98.74,98.59
2018,2,26,1,15.68,16.29,13.25,52.81,3.29,299.3,98.78,98.63
2018,2,26,2,147.3,159.11,15.88,45.29,4.19,291.5,98.85,98.7
2018,2,26,3,329.0,360.7,19.41,36.75,3.74,284.1,98.9,98.75
2018,2,26,4,512.72,557.68,24.33,27.27,5.73,304.3,98.91,98.76
2018,2,26,5,767.3,767.3,26.64,23.68,6.39,303.8,98.87,98.73
2018,2,26,6,832.62,833.05,27.94,21.76,6.39,300.5,98.79,98.65
2018,2,26,7,836.6,836.62,28.47,20.99,6.28,296.1,98.7,98.56
2018,2,26,8,751.45,766.3,28.42,20.83,6.19,292.4,98.61,98.47
2018,2,26,9,622.83,628.92,28.24,20.92,6.2,291.7,98.56,98.42
2018,2,26,10,424.7,436.7,27.71,21.74,6.15,292.5,98.55,98.41
2018,2,26,11,209.02,214.77,26.47,24.02,5.33,293.5,98.56,98.42
2018,2,26,12,27.12,27.58,22.29,32.03,3.02,291.4,98.59,98.44
2018,2,26,13,0.0,0.0,20.25,37.38,3.09,286.3,98.63,98.49
2018,2,26,14,0.0,0.0,19.69,39.61,3.19,284.2,98.67,98.53
2018,2,26,15,0.0,0.0,19.38,41.22,3.26,286.9,98.68,98.53
2018,2,26,16,0.0,0.0,19.04,43.1,3.29,291.7,98.66,98.52
2018,2,26,17,0.0,0.0,18.58,45.52,3.31,297.2,98.64,98.49
2018,2,26,18,0.0,0.0,17.93,48.62,3.16,303.1,98.6,98.45
2018,2,26,19,0.0,0.0,17.14,51.97,2.85,307.9,98.56,98.41
2018,2,26,20,0.0,0.0,16.47,54.71,2.57,309.1,98.51,98.36
2018,2,26,21,0.0,0.0,16.08,56.33,2.36,308.6,98.49,98.34
2018,2,26,22,0.0,0.0,15.85,57.35,2.26,304.5,98.5,98.35
2018,2,26,23,0.0,0.0,15.73,58.0,2.36,298.8,98.55,98.4
2018,2,27,0,0.0,0.0,15.62,58.54,2.57,299.2,98.63,98.48
2018,2,27,1,16.2,17.17,16.14,56.76,2.88,303.0,98.71,98.57
2018,2,27,2,148.65,162.0,19.05,47.42,3.75,305.3,98.81,98.66
2018,2,27,3,338.08,366.05,23.31,36.76,3.54,309.5,98.87,98.73
2018,2,27,4,518.3,554.03,27.62,29.01,5.12,317.2,98.89,98.75
2018,2,27,5,635.88,690.83,29.66,25.54,4.86,314.6,98.87,98.72
2018,2,27,6,710.92,773.7,31.08,22.8,4.37,309.0,98.78,98.64
2018,2,27,7,740.55,780.75,32.09,20.74,4.07,301.2,98.65,98.51
2018,2,27,8,691.72,713.5,32.63,19.39,4.09,294.6,98.53,98.39
2018,2,27,9,565.28,580.95,32.54,18.87,4.41,296.0,98.45,98.31
2018,2,27,10,386.58,396.55,31.94,18.98,4.79,299.8,98.41,98.27
2018,2,27,11,186.68,190.02,30.41,20.38,4.19,302.5,98.42,98.28
2018,2,27,12,25.08,24.95,25.53,27.24,2.96,306.5,98.45,98.31
2018,2,27,13,0.0,0.0,23.93,30.04,3.1,310.4,98.51,98.36
2018,2,27,14,0.0,0.0,23.59,30.85,2.99,313.0,98.58,98.43
2018,2,27,15,0.0,0.0,22.68,32.67,3.0,311.9,98.62,98.48
2018,2,27,16,0.0,0.0,21.08,36.08,3.1,309.2,98.63,98.49
2018,2,27,17,0.0,0.0,20.27,38.06,3.12,308.5,98.62,98.48
2018,2,27,18,0.0,0.0,19.98,38.88,3.06,310.4,98.61,98.47
2018,2,27,19,0.0,0.0,19.87,39.34,2.93,314.4,98.59,98.45
2018,2,27,20,0.0,0.0,19.57,40.42,2.84,319.6,98.57,98.42
2018,2,27,21,0.0,0.0,18.89,42.52,2.82,324.2,98.55,98.4
2018,2,27,22,0.0,0.0,17.74,46.17,2.82,329.3,98.55,98.41
2018,2,27,23,0.0,0.0,16.98,48.94,2.67,336.6,98.58,98.43
2018,2,28,0,0.0,0.0,16.19,51.84,2.54,343.3,98.64,98.49
2018,2,28,1,18.8,19.73,16.82,50.08,2.05,349.0,98.7,98.56
2018,2,28,2,152.15,182.75,19.47,42.49,1.6,348.5,98.77,98.63
2018,2,28,3,306.95,395.2,20.91,38.84,0.68,307.9,98.85,98.7
2018,2,28,4,447.23,585.85,24.65,30.51,1.02,256.9,98.88,98.74
2018,2,28,5,563.88,724.88,30.05,20.57,2.28,274.0,98.87,98.73
2018,2,28,6,604.33,754.9,31.59,18.21,2.52,277.3,98.78,98.63
2018,2,28,7,707.22,752.12,32.37,16.89,2.65,284.9,98.67,98.53
2018,2,28,8,642.03,681.2,32.53,16.24,2.94,295.6,98.56,98.42
2018,2,28,9,522.15,545.95,31.87,16.47,3.2,306.4,98.48,98.34
2018,2,28,10,330.17,363.8,30.64,17.41,3.38,316.2,98.42,98.28
2018,2,28,11,160.52,170.6,28.18,20.34,2.29,329.9,98.4,98.26
2018,2,28,12,21.75,23.23,24.6,24.72,2.71,342.4,98.4,98.26
2018,2,28,13,0.0,0.0,22.39,27.55,3.02,351.0,98.43,98.29
2018,2,28,14,0.0,0.0,21.48,28.77,3.02,0.2,98.48,98.33
2018,2,28,15,0.0,0.0,20.47,30.3,2.96,3.3,98.52,98.38
2018,2,28,16,0.0,0.0,19.58,31.68,2.83,5.1,98.56,98.41
2018,2,28,17,0.0,0.0,18.92,32.94,2.68,7.1,98.56,98.42
2018,2,28,18,0.0,0.0,18.55,33.71,2.45,10.6,98.56,98.41
2018,2,28,19,0.0,0.0,18.25,34.57,2.23,13.5,98.54,98.39
2018,2,28,20,0.0,0.0,17.83,35.71,2.06,12.1,98.5,98.36
2018,2,28,21,0.0,0.0,17.42,36.87,1.94,10.1,98.47,98.32
2018,2,28,22,0.0,0.0,17.2,37.54,1.8,8.0,98.43,98.28
2018,2,28,23,0.0,0.0,17.45,37.11,1.47,353.4,98.44,98.29
2018,3,1,0,0.0,0.0,17.46,37.1,1.32,331.1,98.48,98.33
2018,3,1,1,19.27,18.55,17.82,36.13,1.21,318.0,98.52,98.37
2018,3,1,2,146.52,163.27,20.3,30.9,1.13,289.7,98.56,98.42
2018,3,1,3,303.77,363.6,23.18,25.65,1.18,256.3,98.61,98.47
2018,3,1,4,454.73,552.53,28.77,18.35,2.15,289.5,98.64,98.49
2018,3,1,5,611.08,692.85,31.6,15.73,3.19,291.3,98.61,98.47
2018,3,1,6,643.88,771.38,32.61,14.85,3.47,288.9,98.54,98.4
2018,3,1,7,617.3,781.65,33.29,14.28,3.71,293.7,98.43,98.29
2018,3,1,8,538.0,716.33,33.3,14.41,3.92,302.7,98.33,98.19
2018,3,1,9,457.77,584.33,32.96,14.74,3.88,314.1,98.25,98.11
2018,3,1,10,313.73,398.85,32.01,15.51,3.8,326.3,98.2,98.06
2018,3,1,11,162.73,192.75,29.73,17.92,2.95,344.6,98.18,98.04
2018,3,1,12,25.75,26.48,26.07,22.37,2.72,5.3,98.19,98.05
2018,3,1,13,0.0,0.0,23.72,25.58,3.0,15.7,98.23,98.08
2018,3,1,14,0.0,0.0,22.44,27.72,3.05,21.1,98.29,98.14
2018,3,1,15,0.0,0.0,21.44,29.9,3.0,23.4,98.32,98.17
2018,3,1,16,0.0,0.0,21.03,31.61,2.72,22.9,98.34,98.19
2018,3,1,17,0.0,0.0,20.91,32.93,2.37,19.2,98.35,98.21
2018,3,1,18,0.0,0.0,20.6,34.79,2.09,15.0,98.35,98.2
2018,3,1,19,0.0,0.0,19.92,37.5,1.9,11.5,98.33,98.19
2018,3,1,20,0.0,0.0,18.95,41.11,1.7,9.5,98.31,98.16
2018,3,1,21,0.0,0.0,18.39,43.53,1.38,0.4,98.29,98.14
2018,3,1,22,0.0,0.0,17.89,45.45,1.12,336.4,98.27,98.13
2018,3,1,23,0.0,0.0,17.21,47.61,1.14,303.6,98.3,98.15
2018,3,2,0,0.0,0.0,16.5,49.67,1.44,280.4,98.35,98.2
2018,3,2,1,21.08,21.12,16.33,49.56,1.71,268.3,98.41,98.26
2018,3,2,2,181.9,182.7,19.68,39.35,2.26,263.4,98.47,98.33
2018,3,2,3,380.92,382.25,23.34,30.86,1.81,267.8,98.53,98.39
2018,3,2,4,573.05,574.65,28.97,20.09,2.17,275.8,98.53,98.39
2018,3,2,5,717.88,718.03,32.08,15.88,2.81,283.4,98.49,98.35
2018,3,2,6,774.92,775.75,33.36,14.89,3.41,290.8,98.39,98.25
2018,3,2,7,785.1,785.7,34.07,14.41,4.05,295.4,98.28,98.14
2018,3,2,8,708.5,719.83,34.24,14.32,4.61,298.6,98.17,98.03
2018,3,2,9,583.55,585.8,33.92,14.65,4.81,302.3,98.07,97.94
2018,3,2,10,398.12,400.23,32.89,15.61,4.87,306.1,98.05,97.91
2018,3,2,11,199.85,201.4,31.0,17.48,3.84,310.7,98.06,97.92
2018,3,2,12,27.48,27.6,27.29,21.96,2.88,318.5,98.08,97.94
2018,3,2,13,0.0,0.0,25.81,23.88,3.03,324.9,98.13,97.99
2018,3,2,14,0.0,0.0,25.05,24.95,2.98,330.7,98.21,98.06
2018,3,2,15,0.0,0.0,24.17,26.26,2.9,332.5,98.26,98.12
2018,3,2,16,0.0,0.0,22.47,29.11,2.99,327.9,98.28,98.14
2018,3,2,17,0.0,0.0,21.31,31.24,3.01,323.0,98.28,98.14
2018,3,2,18,0.0,0.0,20.45,33.0,2.97,321.7,98.26,98.11
2018,3,2,19,0.0,0.0,19.76,34.57,2.85,322.4,98.24,98.09
2018,3,2,20,0.0,0.0,19.21,35.96,2.63,326.5,98.19,98.05
2018,3,2,21,0.0,0.0,18.59,37.59,2.45,329.9,98.15,98.0
2018,3,2,22,0.0,0.0,18.03,39.31,2.32,330.0,98.13,97.99
2018,3,2,23,0.0,0.0,17.7,40.45,2.09,329.5,98.15,98.0
2018,3,3,0,0.0,0.0,17.75,40.64,1.8,323.1,98.19,98.04
2018,3,3,1,21.77,21.98,18.08,39.98,1.52,310.5,98.25,98.1
2018,3,3,2,163.6,178.1,21.08,33.21,1.6,288.5,98.32,98.17
2018,3,3,3,331.9,385.42,24.63,26.69,1.39,267.1,98.36,98.22
2018,3,3,4,487.98,576.75,29.92,19.35,2.19,262.4,98.35,98.21
2018,3,3,5,576.3,718.88,31.19,18.16,2.53,265.9,98.3,98.16
2018,3,3,6,617.62,779.55,32.04,17.32,2.43,272.4,98.21,98.07
2018,3,3,7,718.42,782.7,33.78,15.69,2.4,277.2,98.1,97.96
2018,3,3,8,703.3,712.8,34.41,14.96,2.32,277.7,97.98,97.84
2018,3,3,9,549.62,578.58,34.21,15.0,2.3,278.8,97.88,97.74
2018,3,3,10,368.88,395.12,33.51,15.52,2.42,286.3,97.82,97.69
2018,3,3,11,183.52,190.4,31.8,17.36,2.25,302.3,97.82,97.68
2018,3,3,12,27.2,27.38,27.2,23.32,2.58,330.6,97.85,97.7
2018,3,3,13,0.0,0.0,25.63,26.7,3.28,348.0,97.92,97.78
2018,3,3,14,0.0,0.0,24.91,30.22,3.55,358.1,98.01,97.86
2018,3,3,15,0.0,0.0,23.23,36.53,3.41,358.7,98.08,97.94
2018,3,3,16,0.0,0.0,21.8,43.09,3.17,352.6,98.12,97.98
2018,3,3,17,0.0,0.0,20.92,48.77,2.97,346.2,98.13,97.98
2018,3,3,18,0.0,0.0,20.76,51.53,2.92,343.1,98.1,97.95
2018,3,3,19,0.0,0.0,20.23,54.34,2.5,341.1,98.06,97.92
2018,3,3,20,0.0,0.0,19.54,57.04,2.34,337.6,98.03,97.88
2018,3,3,21,0.0,0.0,18.89,59.53,2.39,333.6,98.01,97.86
2018,3,3,22,0.0,0.0,17.84,63.74,2.44,329.2,98.01,97.87
2018,3,3,23,0.0,0.0,17.07,66.94,2.43,327.4,98.05,97.91
2018,3,4,0,0.0,0.0,16.34,70.08,2.34,326.3,98.12,97.97
2018,3,4,1,20.85,20.88,16.84,67.94,2.42,324.4,98.19,98.04
2018,3,4,2,159.52,160.55,19.37,57.99,2.72,321.6,98.26,98.11
2018,3,4,3,344.35,352.85,23.6,41.46,2.12,321.1,98.32,98.18
2018,3,4,4,524.3,538.2,28.05,25.7,1.6,324.1,98.36,98.21
2018,3,4,5,676.58,677.85,29.98,22.51,1.55,280.8,98.35,98.21
2018,3,4,6,703.83,782.25,31.24,20.93,2.32,267.8,98.29,98.15
2018,3,4,7,656.47,761.85,31.96,20.14,2.99,269.8,98.2,98.06
2018,3,4,8,496.15,712.58,32.08,20.15,3.54,274.9,98.12,97.98
2018,3,4,9,369.42,573.0,31.66,20.66,4.07,283.6,98.07,97.93
2018,3,4,10,248.95,383.75,30.51,22.09,5.03,298.5,98.07,97.93
2018,3,4,11,134.3,180.27,28.7,24.93,6.42,317.5,98.13,97.99
