Latitude (decimal degrees):	28.627
Longitude (decimal degrees):	77.172
Elevation (m):	243
Radiation database:	PVGIS-ERA5


Slope: 15 deg. 
Azimuth: -179 deg. 
Nominal power of the PV system (c-Si) (kWp):	50.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20200620:0730,21924.5,617.3,80.14,37.73,3.52,0.0
20200620:0830,19849.5,553.36,67.57,37.94,3.52,0.0
20200620:0930,18074.0,503.43,54.43,38.06,3.38,0.0
20200620:1030,13736.0,382.76,41.31,38.16,3.52,0.0
20200620:1130,9103.5,260.0,28.34,37.55,3.38,0.0
20200620:1230,5290.0,164.44,15.66,36.68,2.76,0.0
20200620:1330,598.0,33.64,3.43,36.35,1.86,0.0
20200620:1430,0.0,0.0,0.0,35.06,1.93,0.0
20200620:1530,0.0,0.0,0.0,33.86,2.28,0.0
20200620:1630,0.0,0.0,0.0,32.95,2.34,0.0
20200620:1730,0.0,0.0,0.0,32.28,2.28,0.0
20200620:1830,0.0,0.0,0.0,31.83,2.48,0.0
20200620:1930,0.0,0.0,0.0,31.0,2.28,0.0
20200620:2030,0.0,0.0,0.0,30.47,1.86,0.0
20200620:2130,0.0,0.0,0.0,30.01,2.14,0.0
20200620:2230,0.0,0.0,0.0,29.76,2.76,0.0
20200620:2330,0.0,0.0,0.0,29.2,3.03,0.0
20200621:0030,1571.5,62.47,6.34,28.8,3.17,0.0
20200621:0130,7805.5,222.11,18.69,28.86,3.38,0.0
20200621:0230,14807.5,399.47,31.45,30.01,3.31,0.0
20200621:0330,20692.0,568.51,44.47,31.86,2.41,0.0
20200621:0430,25178.5,723.2,57.61,33.97,1.45,0.0
20200621:0530,26965.5,784.35,70.71,36.13,2.07,0.0
20200621:0630,28038.0,817.1,82.7,37.88,2.97,0.0
20200621:0730,27940.5,854.76,80.18,36.11,0.28,0.0
20200621:0830,25479.5,760.05,67.61,37.27,0.69,0.0
20200621:0930,20829.0,600.45,54.48,37.92,1.24,0.0
20200621:1030,16877.5,478.72,41.35,37.89,1.52,0.0
20200621:1130,11833.5,338.11,28.39,37.78,1.66,0.0
20200621:1230,4070.5,130.63,15.71,36.75,2.0,0.0
20200621:1330,521.0,31.18,3.48,35.98,1.93,0.0
20200621:1430,0.0,0.0,0.0,34.49,1.1,0.0
20200621:1530,0.0,0.0,0.0,32.34,1.24,0.0
20200621:1630,0.0,0.0,0.0,31.25,0.97,0.0
20200621:1730,0.0,0.0,0.0,30.78,2.21,0.0
20200621:1830,0.0,0.0,0.0,30.47,2.55,0.0
20200621:1930,0.0,0.0,0.0,30.06,2.69,0.0
20200621:2030,0.0,0.0,0.0,29.79,2.76,0.0
20200621:2130,0.0,0.0,0.0,29.44,2.76,0.0
20200621:2230,0.0,0.0,0.0,29.14,2.62,0.0
20200621:2330,0.0,0.0,0.0,28.8,2.41,0.0
20200622:0030,1339.0,54.93,6.29,28.44,2.34,0.0
20200622:0130,6543.5,189.53,18.65,28.7,2.0,0.0
20200622:0230,12462.0,338.75,31.41,29.79,2.14,0.0
20200622:0330,18903.5,514.51,44.42,31.33,2.41,0.0
20200622:0430,23641.0,660.69,57.57,32.88,2.21,0.0
20200622:0530,26065.5,755.06,70.66,34.26,1.38,0.0
20200622:0630,19357.5,555.97,82.67,35.39,0.69,0.0
20200622:0730,21577.0,617.96,80.22,33.54,0.41,0.0
20200622:0830,22873.5,658.68,67.66,34.63,1.03,0.0
20200622:0930,21124.5,599.13,54.53,35.45,1.45,0.0
20200622:1030,16336.5,456.62,41.4,35.71,1.66,0.0
20200622:1130,11952.0,337.3,28.43,35.65,1.86,0.0
20200622:1230,5504.5,169.81,15.75,35.36,1.93,0.0
20200622:1330,741.0,39.14,3.52,34.51,1.93,0.0
20200622:1430,0.0,0.0,0.0,33.32,2.0,0.0
20200622:1530,0.0,0.0,0.0,32.36,2.41,0.0
20200622:1630,0.0,0.0,0.0,31.8,2.62,0.0
20200622:1730,0.0,0.0,0.0,31.5,2.83,0.0
20200622:1830,0.0,0.0,0.0,31.26,3.1,0.0
20200622:1930,0.0,0.0,0.0,30.63,2.62,0.0
20200622:2030,0.0,0.0,0.0,30.34,2.97,0.0
20200622:2130,0.0,0.0,0.0,29.93,3.52,0.0
20200622:2230,0.0,0.0,0.0,29.49,3.45,0.0
20200622:2330,0.0,0.0,0.0,28.91,2.97,0.0
20200623:0030,1541.0,61.35,6.25,28.45,2.83,0.0
20200623:0130,6686.0,192.52,18.6,28.52,3.31,0.0
20200623:0230,15186.0,407.55,31.36,29.24,3.59,0.0
20200623:0330,19398.5,522.16,44.37,30.78,3.45,0.0
20200623:0430,25333.5,699.96,57.52,31.93,3.31,0.0
20200623:0530,26838.0,755.24,70.61,33.25,2.97,0.0
20200623:0630,25945.0,730.23,82.63,34.48,3.17,0.0
20200623:0730,26715.0,750.09,80.26,34.87,4.07,0.0
20200623:0830,23592.5,654.82,67.7,35.24,4.0,0.0
20200623:0930,21927.0,605.88,54.57,35.25,3.93,0.0
20200623:1030,10942.0,298.14,41.44,32.84,4.97,0.0
20200623:1130,6490.5,183.5,28.48,30.46,4.97,0.0
20200623:1230,3490.5,109.19,15.79,30.39,4.41,0.0
20200623:1330,457.5,25.46,3.56,30.23,4.0,0.0
20200623:1430,0.0,0.0,0.0,29.67,3.86,0.0
20200623:1530,0.0,0.0,0.0,29.16,3.45,0.0
20200623:1630,0.0,0.0,0.0,28.83,3.45,0.0
20200623:1730,0.0,0.0,0.0,28.55,3.31,0.0
20200623:1830,0.0,0.0,0.0,28.29,3.24,0.0
20200623:1930,0.0,0.0,0.0,28.5,3.31,0.0
20200623:2030,0.0,0.0,0.0,28.12,3.1,0.0
20200623:2130,0.0,0.0,0.0,27.84,3.17,0.0
20200623:2230,0.0,0.0,0.0,27.65,3.03,0.0
20200623:2330,0.0,0.0,0.0,27.45,2.76,0.0
20200624:0030,811.5,37.13,6.2,27.28,2.21,0.0
20200624:0130,6000.0,173.54,18.55,27.54,2.69,0.0
20200624:0230,12252.5,328.88,31.31,28.52,3.45,0.0
20200624:0330,11963.5,319.83,44.32,29.08,3.66,0.0
20200624:0430,13219.5,349.99,57.47,28.22,3.72,0.0
20200624:0530,17779.0,472.33,70.56,28.46,3.79,0.0
20200624:0630,18397.0,492.71,82.58,29.72,4.21,0.0
20200624:0730,18707.5,501.6,80.29,30.18,3.72,0.0
20200624:0830,22168.0,607.51,67.74,31.65,3.03,0.0
20200624:0930,22363.0,617.15,54.61,32.58,2.9,0.0
20200624:1030,18111.0,495.68,41.48,33.07,2.97,0.0
20200624:1130,10443.5,290.55,28.51,33.07,2.76,0.0
20200624:1230,5246.0,160.15,15.83,32.24,2.34,0.0
20200624:1330,521.5,29.92,3.59,31.95,2.69,0.0
20200624:1430,0.0,0.0,0.0,31.03,2.21,0.0
20200624:1530,0.0,0.0,0.0,30.3,2.14,0.0
20200624:1630,0.0,0.0,0.0,29.73,2.14,0.0
20200624:1730,0.0,0.0,0.0,29.34,2.28,0.0
20200624:1830,0.0,0.0,0.0,28.87,2.34,0.0
20200624:1930,0.0,0.0,0.0,28.11,2.07,0.0
20200624:2030,0.0,0.0,0.0,27.85,1.79,0.0
20200624:2130,0.0,0.0,0.0,27.53,1.38,0.0
20200624:2230,0.0,0.0,0.0,27.22,1.24,0.0
20200624:2330,0.0,0.0,0.0,27.04,1.31,0.0
20200625:0030,1482.5,59.2,6.15,26.76,1.45,0.0
20200625:0130,7366.0,210.31,18.5,27.3,1.59,0.0
20200625:0230,14558.5,395.03,31.25,28.98,1.72,0.0
20200625:0330,20432.5,565.5,44.27,30.62,1.17,0.0
20200625:0430,22058.5,629.18,57.41,31.94,0.14,0.0
20200625:0530,24794.5,719.19,70.51,33.04,0.62,0.0
20200625:0630,27371.5,806.7,82.54,33.97,0.97,0.0
20200625:0730,27112.5,796.22,80.31,35.19,1.38,0.0
20200625:0830,25664.0,744.4,67.78,36.0,1.72,0.0
20200625:0930,22430.0,639.87,54.65,36.41,1.79,0.0
20200625:1030,16970.0,476.94,41.52,36.63,1.79,0.0
20200625:1130,10853.5,308.19,28.55,36.47,1.79,0.0
20200625:1230,4678.5,147.23,15.87,35.82,1.72,0.0
20200625:1330,516.5,30.49,3.62,34.93,1.24,0.0
20200625:1430,0.0,0.0,0.0,33.9,1.03,0.0
20200625:1530,0.0,0.0,0.0,33.08,0.9,0.0
20200625:1630,0.0,0.0,0.0,32.4,0.69,0.0
20200625:1730,0.0,0.0,0.0,31.78,0.41,0.0
20200625:1830,0.0,0.0,0.0,31.28,0.34,0.0
20200625:1930,0.0,0.0,0.0,28.73,1.45,0.0
20200625:2030,0.0,0.0,0.0,28.05,1.79,0.0
20200625:2130,0.0,0.0,0.0,27.42,1.79,0.0
20200625:2230,0.0,0.0,0.0,27.12,1.31,0.0
20200625:2330,0.0,0.0,0.0,27.02,0.76,0.0
20200626:0030,1118.5,47.93,6.09,26.96,0.83,0.0
20200626:0130,6441.5,186.09,18.44,27.53,1.24,0.0
20200626:0230,13379.0,362.59,31.2,29.14,2.0,0.0
20200626:0330,18337.0,495.89,44.21,31.14,3.03,0.0
20200626:0430,23601.5,647.39,57.36,33.04,4.0,0.0
20200626:0530,24064.5,662.23,70.45,34.63,4.97,0.0
20200626:0630,24147.5,666.56,82.48,35.52,5.24,0.0
20200626:0730,21710.0,596.78,80.34,35.24,4.83,0.0
20200626:0830,18594.5,510.12,67.82,35.41,4.9,0.0
20200626:0930,18482.5,506.25,54.69,35.46,4.69,0.0
20200626:1030,12751.5,350.7,41.56,35.87,4.83,0.0
20200626:1130,7596.0,217.05,28.58,35.79,4.69,0.0
20200626:1230,2810.5,93.71,15.9,35.38,3.79,0.0
20200626:1330,463.0,27.77,3.65,34.74,2.69,0.0
20200626:1430,0.0,0.0,0.0,33.57,2.62,0.0
20200626:1530,0.0,0.0,0.0,32.87,2.55,0.0
20200626:1630,0.0,0.0,0.0,32.34,2.41,0.0
20200626:1730,0.0,0.0,0.0,31.86,2.41,0.0
20200626:1830,0.0,0.0,0.0,31.04,2.62,0.0
20200626:1930,0.0,0.0,0.0,30.6,2.55,0.0
20200626:2030,0.0,0.0,0.0,30.38,2.69,0.0
20200626:2130,0.0,0.0,0.0,30.01,2.41,0.0
20200626:2230,0.0,0.0,0.0,29.53,2.14,0.0
20200626:2330,0.0,0.0,0.0,29.12,1.93,0.0
20200627:0030,946.0,42.78,6.03,28.63,1.72,0.0
20200627:0130,4105.5,125.24,18.39,29.03,1.52,0.0
20200627:0230,10619.5,290.88,31.14,30.22,1.93,0.0
20200627:0330,17658.5,480.24,44.16,32.42,2.97,0.0
20200627:0430,23989.5,659.62,57.3,34.68,4.76,0.0
20200627:0530,28226.0,788.02,70.4,36.76,6.07,0.0
20200627:0630,28504.5,799.27,82.42,38.22,6.62,0.0
20200627:0730,27466.0,770.01,80.35,38.41,6.48,0.0
20200627:0830,21254.0,581.2,67.85,36.56,6.07,0.0
20200627:0930,20691.5,564.11,54.72,35.9,5.86,0.0
20200627:1030,13862.5,380.9,41.59,36.7,4.97,0.0
20200627:1130,9694.5,273.91,28.62,36.98,4.69,0.0
20200627:1230,4859.0,151.7,15.92,36.21,3.79,0.0
20200627:1330,596.0,33.53,3.67,35.67,2.41,0.0
20200627:1430,0.0,0.0,0.0,34.51,2.69,0.0
20200627:1530,0.0,0.0,0.0,33.5,2.62,0.0
20200627:1630,0.0,0.0,0.0,32.68,2.34,0.0
20200627:1730,0.0,0.0,0.0,31.94,2.0,0.0
20200627:1830,0.0,0.0,0.0,31.3,1.93,0.0
20200627:1930,0.0,0.0,0.0,30.92,1.38,0.0
20200627:2030,0.0,0.0,0.0,30.58,1.38,0.0
20200627:2130,0.0,0.0,0.0,30.14,1.59,0.0
20200627:2230,0.0,0.0,0.0,29.86,1.72,0.0
20200627:2330,0.0,0.0,0.0,30.1,2.14,0.0
20200628:0030,1218.0,51.96,5.97,30.21,2.34,0.0
20200628:0130,6120.0,179.85,18.33,30.78,2.41,0.0
20200628:0230,13405.0,368.06,31.08,32.43,2.62,0.0
20200628:0330,18420.5,502.55,44.1,34.32,4.07,0.0
20200628:0430,22270.0,610.62,57.25,35.87,5.38,0.0
20200628:0530,25834.0,716.47,70.34,36.89,5.93,0.0
20200628:0630,21617.0,595.78,82.36,37.85,6.07,0.0
20200628:0730,23266.0,643.52,80.37,38.04,6.07,0.0
20200628:0830,21398.5,592.56,67.88,38.67,6.0,0.0
20200628:0930,22098.0,615.51,54.75,39.05,5.59,0.0
20200628:1030,13470.0,374.83,41.62,39.48,5.24,0.0
20200628:1130,10784.5,306.67,28.64,39.11,4.41,0.0
20200628:1230,5410.0,169.18,15.95,38.76,3.38,0.0
20200628:1330,526.0,31.16,3.69,37.5,2.55,0.0
20200628:1430,0.0,0.0,0.0,36.25,2.0,0.0
20200628:1530,0.0,0.0,0.0,35.4,1.93,0.0
20200628:1630,0.0,0.0,0.0,34.21,2.0,0.0
20200628:1730,0.0,0.0,0.0,33.37,2.14,0.0
20200628:1830,0.0,0.0,0.0,32.67,2.41,0.0
20200628:1930,0.0,0.0,0.0,32.57,1.45,0.0
20200628:2030,0.0,0.0,0.0,31.99,1.17,0.0
20200628:2130,0.0,0.0,0.0,31.79,0.48,0.0
20200628:2230,0.0,0.0,0.0,30.76,1.03,0.0
20200628:2330,0.0,0.0,0.0,30.19,2.28,0.0
20200629:0030,925.0,41.47,5.91,29.37,3.52,0.0
20200629:0130,4558.0,136.54,18.26,28.44,4.21,0.0
20200629:0230,12276.0,328.1,31.02,28.46,4.41,0.0
20200629:0330,16928.5,452.15,44.04,30.08,3.52,0.0
20200629:0430,22402.0,618.71,57.19,32.2,2.41,0.0
20200629:0530,26173.0,765.77,70.28,34.17,0.9,0.0
20200629:0630,28760.5,868.57,82.29,35.84,0.9,0.0
20200629:0730,27932.0,829.79,80.38,37.92,1.93,0.0
20200629:0830,21031.5,598.57,67.91,38.31,2.14,0.0
20200629:0930,16183.0,450.45,54.78,37.61,3.24,0.0
20200629:1030,13976.0,390.59,41.65,37.07,2.41,0.0
20200629:1130,10736.0,306.82,28.67,37.02,1.24,0.0
20200629:1230,5897.0,182.92,15.97,36.89,1.03,0.0
20200629:1330,629.0,35.2,3.71,36.39,1.38,0.0
20200629:1430,0.0,0.0,0.0,35.02,1.86,0.0
20200629:1530,0.0,0.0,0.0,33.71,2.28,0.0
20200629:1630,0.0,0.0,0.0,32.98,2.83,0.0
20200629:1730,0.0,0.0,0.0,32.26,3.45,0.0
20200629:1830,0.0,0.0,0.0,31.5,3.86,0.0
20200629:1930,0.0,0.0,0.0,29.29,3.93,0.0
20200629:2030,0.0,0.0,0.0,28.8,3.66,0.0
20200629:2130,0.0,0.0,0.0,28.45,3.45,0.0
20200629:2230,0.0,0.0,0.0,27.97,3.79,0.0
20200629:2330,0.0,0.0,0.0,27.35,3.66,0.0
20200630:0030,1140.5,48.61,5.84,26.96,3.52,0.0
20200630:0130,5625.5,163.28,18.2,26.99,3.66,0.0
20200630:0230,12713.5,338.66,30.96,27.43,3.79,0.0
20200630:0330,13235.0,351.08,43.98,28.84,3.66,0.0
20200630:0430,20015.5,536.19,57.13,29.74,3.38,0.0
20200630:0530,23249.0,637.19,70.22,31.64,3.24,0.0
20200630:0630,29392.0,839.44,82.22,33.04,2.9,0.0
20200630:0730,29521.5,860.11,80.38,35.11,2.55,0.0
20200630:0830,23208.5,662.2,67.93,35.91,1.86,0.0
20200630:0930,22687.5,645.72,54.81,36.06,1.93,0.0
20200630:1030,16656.0,466.92,41.67,36.32,1.72,0.0
20200630:1130,10940.5,309.76,28.69,36.03,1.86,0.0
20200630:1230,5851.0,179.82,15.99,35.57,2.28,0.0
20200630:1330,639.0,34.83,3.72,34.87,2.62,0.0
20200630:1430,0.0,0.0,0.0,33.58,2.48,0.0
20200630:1530,0.0,0.0,0.0,32.61,2.55,0.0
20200630:1630,0.0,0.0,0.0,31.83,2.69,0.0
20200630:1730,0.0,0.0,0.0,31.26,2.69,0.0
20200630:1830,0.0,0.0,0.0,30.75,2.62,0.0
20200630:1930,0.0,0.0,0.0,30.44,3.1,0.0
20200630:2030,0.0,0.0,0.0,29.89,2.83,0.0
20200630:2130,0.0,0.0,0.0,29.4,2.62,0.0
20200630:2230,0.0,0.0,0.0,28.86,2.62,0.0
20200630:2330,0.0,0.0,0.0,28.36,2.69,0.0
20200701:0030,1135.5,48.79,5.77,27.92,2.9,0.0
20200701:0130,7029.0,201.56,18.13,28.07,3.17,0.0
20200701:0230,12392.5,333.5,30.9,29.15,3.52,0.0
20200701:0330,20474.5,554.5,43.92,30.73,3.17,0.0
20200701:0430,25034.5,699.41,57.07,32.52,2.62,0.0
20200701:0530,27105.5,783.92,70.15,33.87,1.66,0.0
20200701:0630,25483.0,743.67,82.14,35.05,1.17,0.0
20200701:0730,23324.5,681.59,80.38,35.35,0.48,0.0
20200701:0830,23419.5,693.0,67.95,35.94,0.0,0.0
20200701:0930,20871.0,603.82,54.83,36.38,0.55,0.0
20200701:1030,18291.0,519.51,41.7,36.78,1.24,0.0
20200701:1130,12193.5,346.48,28.71,36.93,1.72,0.0
20200701:1230,6082.0,187.4,16.0,36.63,1.86,0.0
20200701:1330,776.5,40.55,3.72,35.88,1.93,0.0
20200701:1430,0.0,0.0,0.0,34.51,1.93,0.0
20200701:1530,0.0,0.0,0.0,33.46,1.86,0.0
20200701:1630,0.0,0.0,0.0,32.64,2.0,0.0
20200701:1730,0.0,0.0,0.0,31.96,2.07,0.0
20200701:1830,0.0,0.0,0.0,31.48,2.21,0.0
20200701:1930,0.0,0.0,0.0,31.24,2.55,0.0
20200701:2030,0.0,0.0,0.0,30.86,2.48,0.0
20200701:2130,0.0,0.0,0.0,30.52,2.41,0.0
20200701:2230,0.0,0.0,0.0,30.23,2.21,0.0
20200701:2330,0.0,0.0,0.0,29.97,2.07,0.0
20200702:0030,1112.5,48.64,5.7,29.69,1.93,0.0
20200702:0130,7207.0,209.29,18.06,29.97,1.66,0.0
20200702:0230,14478.0,396.83,30.83,31.4,2.14,0.0
20200702:0330,20326.5,563.25,43.86,33.04,2.07,0.0
20200702:0430,24795.5,711.93,57.01,34.71,1.59,0.0
20200702:0530,26648.5,795.34,70.09,36.2,0.76,0.0
20200702:0630,26110.0,783.81,82.06,37.37,0.69,0.0
20200702:0730,25057.5,733.02,80.37,37.62,1.66,0.0
20200702:0830,25573.0,746.97,67.97,38.36,2.14,0.0
20200702:0930,21348.0,610.0,54.85,39.05,2.55,0.0
20200702:1030,18034.5,511.12,41.72,39.34,2.76,0.0
20200702:1130,10719.0,307.34,28.73,39.48,2.83,0.0
20200702:1230,5151.5,163.04,16.01,39.11,2.76,0.0
20200702:1330,607.0,34.93,3.73,38.02,1.79,0.0
20200702:1430,0.0,0.0,0.0,36.56,1.93,0.0
20200702:1530,0.0,0.0,0.0,35.03,2.21,0.0
20200702:1630,0.0,0.0,0.0,34.21,2.34,0.0
20200702:1730,0.0,0.0,0.0,33.55,2.41,0.0
20200702:1830,0.0,0.0,0.0,32.93,2.48,0.0
20200702:1930,0.0,0.0,0.0,32.77,2.83,0.0
20200702:2030,0.0,0.0,0.0,32.34,2.76,0.0
20200702:2130,0.0,0.0,0.0,31.84,2.48,0.0
20200702:2230,0.0,0.0,0.0,31.43,2.21,0.0
20200702:2330,0.0,0.0,0.0,30.89,2.21,0.0
20200703:0030,1232.5,53.14,5.62,30.52,2.55,0.0
20200703:0130,7273.0,210.83,17.99,30.52,2.97,0.0
20200703:0230,13969.5,380.45,30.77,31.63,3.38,0.0
20200703:0330,19597.5,537.37,43.79,33.35,3.03,0.0
20200703:0430,24330.5,695.51,56.94,35.14,1.86,0.0
20200703:0530,24415.0,717.12,70.02,36.8,0.9,0.0
20200703:0630,28175.0,849.34,81.98,38.17,1.38,0.0
20200703:0730,26743.5,798.25,80.36,38.26,1.45,0.0
20200703:0830,22257.5,651.16,67.98,39.02,1.17,0.0
20200703:0930,20641.0,597.68,54.87,39.3,1.45,0.0
20200703:1030,17363.0,495.45,41.73,39.52,1.86,0.0
20200703:1130,11666.0,334.05,28.74,39.31,2.55,0.0
20200703:1230,4802.0,152.39,16.02,38.62,3.31,0.0
20200703:1330,611.5,34.74,3.73,37.58,3.72,0.0
20200703:1430,0.0,0.0,0.0,36.18,4.21,0.0
20200703:1530,0.0,0.0,0.0,34.71,5.1,0.0
20200703:1630,0.0,0.0,0.0,33.35,5.31,0.0
20200703:1730,0.0,0.0,0.0,32.25,4.76,0.0
20200703:1830,0.0,0.0,0.0,31.3,4.28,0.0
20200703:1930,0.0,0.0,0.0,30.34,3.72,0.0
20200703:2030,0.0,0.0,0.0,29.74,3.52,0.0
20200703:2130,0.0,0.0,0.0,29.23,3.38,0.0
20200703:2230,0.0,0.0,0.0,28.71,3.38,0.0
20200703:2330,0.0,0.0,0.0,27.65,4.0,0.0
20200704:0030,796.0,37.81,5.55,26.98,4.07,0.0
20200704:0130,5605.0,162.89,17.92,26.99,4.69,0.0
20200704:0230,12369.5,329.59,30.7,28.06,4.97,0.0
20200704:0330,15679.0,414.56,43.73,28.68,4.14,0.0
20200704:0430,17628.5,469.45,56.88,28.89,4.34,0.0
20200704:0530,22266.5,596.11,69.95,30.27,4.41,0.0
20200704:0630,27561.5,774.61,81.89,32.48,3.03,0.0
20200704:0730,25170.0,709.76,80.34,35.2,3.1,0.0
20200704:0830,23257.5,653.49,68.0,35.9,3.1,0.0
20200704:0930,22517.5,628.64,54.89,35.88,3.38,0.0
20200704:1030,18208.5,505.9,41.74,36.11,3.03,0.0
20200704:1130,12646.0,355.36,28.75,35.94,2.69,0.0
20200704:1230,4099.0,130.04,16.02,35.63,3.17,0.0
20200704:1330,548.5,31.73,3.72,34.42,4.14,0.0
20200704:1430,0.0,0.0,0.0,33.1,4.34,0.0
20200704:1530,0.0,0.0,0.0,32.12,4.34,0.0
20200704:1630,0.0,0.0,0.0,31.44,4.76,0.0
20200704:1730,0.0,0.0,0.0,30.61,4.97,0.0
20200704:1830,0.0,0.0,0.0,29.8,4.83,0.0
20200704:1930,0.0,0.0,0.0,29.37,4.69,0.0
20200704:2030,0.0,0.0,0.0,28.4,3.31,0.0
20200704:2130,0.0,0.0,0.0,27.46,2.41,0.0
20200704:2230,0.0,0.0,0.0,27.41,3.52,0.0
20200704:2330,0.0,0.0,0.0,27.36,3.24,0.0
20200705:0030,415.0,23.98,5.47,27.51,3.31,0.0
20200705:0130,3233.5,100.99,17.85,27.79,3.79,0.0
20200705:0230,6562.5,182.82,30.63,27.98,4.62,0.0
20200705:0330,10128.5,271.63,43.66,28.26,4.83,0.0
20200705:0430,17495.0,464.67,56.81,28.78,4.69,0.0
20200705:0530,18244.0,492.69,69.88,30.71,3.93,0.0
20200705:0630,28162.5,790.59,81.8,31.88,3.24,0.0
20200705:0730,25947.0,738.91,80.31,34.11,2.48,0.0
20200705:0830,22759.5,646.55,68.0,34.7,1.93,0.0
20200705:0930,18410.0,514.28,54.9,35.05,1.93,0.0
20200705:1030,14813.5,411.03,41.75,35.01,2.28,0.0
20200705:1130,12885.0,359.26,28.75,34.67,2.9,0.0
20200705:1230,5681.0,173.39,16.02,34.28,3.03,0.0
20200705:1330,710.0,37.42,3.71,33.27,3.24,0.0
20200705:1430,0.0,0.0,0.0,31.88,2.97,0.0
20200705:1530,0.0,0.0,0.0,30.87,2.76,0.0
20200705:1630,0.0,0.0,0.0,30.28,2.55,0.0
20200705:1730,0.0,0.0,0.0,29.75,2.48,0.0
20200705:1830,0.0,0.0,0.0,29.45,2.34,0.0
20200705:1930,0.0,0.0,0.0,28.43,1.86,0.0
20200705:2030,0.0,0.0,0.0,28.04,2.07,0.0
20200705:2130,0.0,0.0,0.0,27.76,2.21,0.0
20200705:2230,0.0,0.0,0.0,27.51,2.28,0.0
20200705:2330,0.0,0.0,0.0,27.21,2.34,0.0
20200706:0030,1092.0,47.68,5.39,26.97,2.69,0.0
20200706:0130,6772.0,194.12,17.77,27.1,3.24,0.0
20200706:0230,14122.5,377.24,30.56,28.17,3.86,0.0
20200706:0330,19756.5,529.01,43.59,29.73,3.72,0.0
20200706:0430,23626.5,648.69,56.74,31.2,2.9,0.0
20200706:0530,26466.5,745.35,69.81,32.31,2.48,0.0
20200706:0630,24258.0,677.54,81.7,33.3,2.62,0.0
20200706:0730,26867.5,769.13,80.28,33.68,2.14,0.0
20200706:0830,23350.0,660.78,68.01,34.55,2.0,0.0
20200706:0930,18655.0,520.12,54.9,34.69,1.79,0.0
20200706:1030,16073.0,445.85,41.76,34.89,2.07,0.0
20200706:1130,11970.5,334.37,28.75,34.67,2.76,0.0
20200706:1230,5324.5,163.05,16.01,33.11,3.72,0.0
20200706:1330,584.0,32.64,3.7,31.94,4.34,0.0
20200706:1430,0.0,0.0,0.0,31.13,3.86,0.0
20200706:1530,0.0,0.0,0.0,30.59,3.31,0.0
20200706:1630,0.0,0.0,0.0,30.18,3.31,0.0
20200706:1730,0.0,0.0,0.0,29.8,3.24,0.0
20200706:1830,0.0,0.0,0.0,29.29,3.03,0.0
20200706:1930,0.0,0.0,0.0,29.32,3.38,0.0
20200706:2030,0.0,0.0,0.0,28.87,3.24,0.0
20200706:2130,0.0,0.0,0.0,28.38,3.03,0.0
20200706:2230,0.0,0.0,0.0,27.98,2.83,0.0
20200706:2330,0.0,0.0,0.0,27.65,2.62,0.0
20200707:0030,981.5,43.29,5.31,27.32,2.41,0.0
20200707:0130,6448.0,185.96,17.7,27.54,2.48,0.0
20200707:0230,13561.0,365.45,30.49,28.49,2.69,0.0
20200707:0330,14917.0,400.79,43.52,29.85,2.62,0.0
20200707:0430,20086.0,540.92,56.68,30.61,3.52,0.0
20200707:0530,24164.0,660.85,69.74,31.46,3.86,0.0
20200707:0630,25418.0,703.31,81.6,32.55,3.59,0.0
20200707:0730,16009.0,429.73,80.25,32.29,4.34,0.0
20200707:0830,16345.0,429.19,68.0,28.8,4.83,0.0
20200707:0930,12075.0,322.0,54.91,29.0,4.97,0.0
20200707:1030,9234.0,250.53,41.76,29.48,5.17,0.0
20200707:1130,6930.5,193.7,28.75,29.6,5.86,0.0
20200707:1230,3898.5,118.65,16.01,28.86,6.07,0.0
20200707:1330,254.5,17.72,3.68,28.05,6.28,0.0
20200707:1430,0.0,0.0,0.0,27.33,5.66,0.0
20200707:1530,0.0,0.0,0.0,27.12,4.76,0.0
20200707:1630,0.0,0.0,0.0,26.91,4.62,0.0
20200707:1730,0.0,0.0,0.0,26.73,3.72,0.0
20200707:1830,0.0,0.0,0.0,26.54,3.38,0.0
20200707:1930,0.0,0.0,0.0,26.21,3.24,0.0
20200707:2030,0.0,0.0,0.0,25.97,3.52,0.0
20200707:2130,0.0,0.0,0.0,25.86,4.28,0.0
20200707:2230,0.0,0.0,0.0,25.8,4.76,0.0
20200707:2330,0.0,0.0,0.0,25.6,4.76,0.0
20200708:0030,21.0,7.07,5.22,25.51,4.41,0.0
20200708:0130,1214.0,45.84,17.62,25.54,4.0,0.0
20200708:0230,4594.0,132.54,30.41,25.81,3.93,0.0
20200708:0330,6965.5,191.4,43.45,26.31,4.21,0.0
20200708:0430,7888.5,213.93,56.61,27.25,4.69,0.0
20200708:0530,12169.0,321.4,69.66,28.06,4.34,0.0
20200708:0630,25502.5,691.26,81.49,28.98,3.86,0.0
20200708:0730,19982.0,548.47,80.21,32.24,3.1,0.0
20200708:0830,22112.5,607.45,68.0,32.88,3.17,0.0
20200708:0930,19192.0,523.98,54.91,33.61,3.52,0.0
20200708:1030,10730.5,290.29,41.76,31.07,3.72,0.0
20200708:1130,5963.0,170.49,28.75,30.31,3.24,0.0
20200708:1230,2207.5,74.72,15.99,30.33,3.1,0.0
20200708:1330,270.5,19.3,3.66,30.35,2.41,0.0
